name;moves;types;locations;hp;attack;defense
graveler;['mega-punch', 'fire-punch', 'thunder-punch', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'flamethrower', 'submission', 'counter', 'seismic-toss', 'strength', 'rock-throw', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'harden', 'defense-curl', 'bide', 'metronome', 'self-destruct', 'fire-blast', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'magnitude', 'dynamic-punch', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'facade', 'focus-punch', 'nature-power', 'superpower', 'brick-break', 'secret-power', 'mud-sport', 'rock-tomb', 'iron-defense', 'block', 'rock-blast', 'gyro-ball', 'natural-gift', 'fling', 'sucker-punch', 'rock-polish', 'earth-power', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'smack-down', 'round', 'incinerate', 'bulldoze', 'confide', 'power-up-punch', 'stomping-tantrum'];['rock', 'ground'];['mt-coronet-2f', 'mt-coronet-3f', 'mt-coronet-4f', 'mt-coronet-4f-small-room', 'mt-coronet-5f', 'mt-coronet-6f', 'mt-coronet-1f-from-exterior', 'mt-coronet-1f-route-216', 'mt-coronet-b1f', 'sinnoh-victory-road-1f', 'sinnoh-victory-road-2f', 'sinnoh-victory-road-b1f', 'sinnoh-victory-road-inside-b1f', 'sinnoh-victory-road-inside', 'sinnoh-victory-road-inside-exit', 'stark-mountain-area', 'stark-mountain-entrance', 'stark-mountain-inside', 'sendoff-spring-area', 'snowpoint-temple-1f', 'snowpoint-temple-b1f', 'snowpoint-temple-b2f', 'snowpoint-temple-b3f', 'snowpoint-temple-b4f', 'snowpoint-temple-b5f', 'iron-island-1f', 'iron-island-b1f-left', 'iron-island-b1f-right', 'iron-island-b2f-right', 'iron-island-b2f-left', 'iron-island-b3f', 'valor-lakefront-area', 'sinnoh-route-211-east-towards-celestic-town', 'sinnoh-route-214-area', 'sinnoh-route-216-area', 'sinnoh-route-225-area', 'sinnoh-route-227-area', 'sinnoh-sea-route-226-area', 'mt-mortar-upper-cave', 'johto-route-45-area', 'dark-cave-blackthorn-city-entrance', 'johto-route-47-inside-cave', 'mt-silver-1f', 'mt-silver-top', 'rock-tunnel-b1f', 'kanto-victory-road-1-1f', 'kanto-victory-road-1-2f', 'kanto-victory-road-1-3f', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-victory-road-2-1f', 'kanto-victory-road-2-2f', 'kanto-victory-road-2-3f', 'hoenn-victory-road-b1f', 'magma-hideout-area', 'mt-ember-area', 'mt-ember-inside', 'mt-ember-1f-cave-behind-team-rocket', 'mt-ember-b1f', 'mt-ember-b2f', 'kindle-road-area', 'sevault-canyon-area', 'challengers-cave-1f', 'challengers-cave-b1f', 'challengers-cave-b2f', 'kalos-route-13-area', 'kalos-route-18-area', 'kalos-victory-road-unknown-area-322', 'kalos-victory-road-unknown-area-324', 'kalos-victory-road-unknown-area-326', 'kalos-victory-road-unknown-area-328', 'terminus-cave-unknown-area-343', 'terminus-cave-unknown-area-344', 'terminus-cave-unknown-area-345', 'terminus-cave-unknown-area-347', 'terminus-cave-unknown-area-348', 'mt-ember-summit'];55;95;115
golem;['mega-punch', 'fire-punch', 'thunder-punch', 'mega-kick', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'roar', 'flamethrower', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'rock-throw', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'harden', 'defense-curl', 'bide', 'metronome', 'self-destruct', 'fire-blast', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'sandstorm', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'magnitude', 'dynamic-punch', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'facade', 'focus-punch', 'nature-power', 'superpower', 'brick-break', 'secret-power', 'mud-sport', 'rock-tomb', 'iron-defense', 'block', 'rock-blast', 'gyro-ball', 'natural-gift', 'fling', 'sucker-punch', 'rock-polish', 'focus-blast', 'earth-power', 'giga-impact', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'smack-down', 'heavy-slam', 'round', 'incinerate', 'bulldoze', 'steamroller', 'confide', 'power-up-punch', 'stomping-tantrum'];['rock', 'ground'];['johto-safari-zone-zone-peak'];80;120;130
ponyta;['stomp', 'double-kick', 'headbutt', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'tail-whip', 'growl', 'ember', 'flamethrower', 'low-kick', 'strength', 'solar-beam', 'fire-spin', 'toxic', 'hypnosis', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute', 'flame-wheel', 'snore', 'curse', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'morning-sun', 'hidden-power', 'sunny-day', 'heat-wave', 'will-o-wisp', 'facade', 'secret-power', 'overheat', 'bounce', 'natural-gift', 'flare-blitz', 'captivate', 'flame-charge', 'round', 'echoed-voice', 'ally-switch', 'incinerate', 'inferno', 'wild-charge', 'play-rough', 'confide', 'mystical-fire', 'high-horsepower', 'solar-blade'];['fire'];['sinnoh-route-206-area', 'sinnoh-route-207-area', 'sinnoh-route-210-south-towards-solaceon-town', 'sinnoh-route-211-west-towards-eterna-city', 'sinnoh-route-211-east-towards-celestic-town', 'sinnoh-route-214-area', 'sinnoh-route-215-area', 'mt-silver-outside', 'kanto-route-26-area', 'kanto-route-27-area', 'kanto-route-28-area', 'kanto-route-17-area', 'kanto-route-22-area', 'pokemon-mansion-1f', 'pokemon-mansion-2f', 'pokemon-mansion-3f', 'pokemon-mansion-b1f', 'mt-ember-area', 'kindle-road-area'];50;85;55
rapidash;['pay-day', 'swords-dance', 'stomp', 'double-kick', 'headbutt', 'fury-attack', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'growl', 'ember', 'flamethrower', 'hyper-beam', 'low-kick', 'strength', 'solar-beam', 'fire-spin', 'toxic', 'hypnosis', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute', 'flame-wheel', 'snore', 'curse', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'baton-pass', 'iron-tail', 'hidden-power', 'sunny-day', 'heat-wave', 'will-o-wisp', 'facade', 'secret-power', 'overheat', 'bounce', 'natural-gift', 'flare-blitz', 'poison-jab', 'giga-impact', 'captivate', 'flame-charge', 'round', 'echoed-voice', 'ally-switch', 'incinerate', 'inferno', 'wild-charge', 'drill-run', 'play-rough', 'confide', 'mystical-fire', 'high-horsepower', 'solar-blade', 'throat-chop', 'smart-strike', 'scorching-sands'];['fire'];['mt-silver-outside', 'kanto-route-28-area', 'mt-ember-area', 'kindle-road-area', 'unova-route-12-area'];65;100;70
slowpoke;['pay-day', 'stomp', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'disable', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'strength', 'thunder-wave', 'earthquake', 'fissure', 'dig', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'light-screen', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'amnesia', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'belly-drum', 'mud-slap', 'zap-cannon', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'whirlpool', 'hail', 'facade', 'trick', 'magic-coat', 'recycle', 'yawn', 'skill-swap', 'imprison', 'secret-power', 'dive', 'mud-sport', 'slack-off', 'weather-ball', 'signal-beam', 'block', 'mud-shot', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'me-first', 'aqua-tail', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'after-you', 'round', 'echoed-voice', 'stored-power', 'scald', 'heal-pulse', 'incinerate', 'bulldoze', 'belch', 'confide', 'psychic-terrain', 'liquidation', 'expanding-force'];['water', 'psychic'];['sinnoh-route-205-east-towards-eterna-city', 'slowpoke-well-1f', 'slowpoke-well-b1f', 'seafoam-islands-1f', 'seafoam-islands-b1f', 'seafoam-islands-b2f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'kanto-route-12-area', 'kanto-sea-route-19-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'viridian-city-area', 'cerulean-city-area', 'vermilion-city-area', 'celadon-city-area', 'fuchsia-city-area', 'pallet-town-area', 'kanto-route-4-area', 'kanto-route-6-area', 'kanto-route-10-area', 'kanto-route-11-area', 'kanto-route-13-area', 'kanto-sea-route-21-area', 'kanto-route-22-area', 'kanto-route-24-area', 'kanto-route-25-area', 'tohjo-falls-area', 'cerulean-cave-1f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'ss-anne-area', 'berry-forest-area', 'icefall-cave-entrance', 'icefall-cave-waterfall', 'kindle-road-area', 'treasure-beach-area', 'cape-brink-area', 'bond-bridge-area', 'resort-gorgeous-area', 'water-labyrinth-area', 'five-isle-meadow-area', 'memorial-pillar-area', 'outcast-island-area', 'green-path-area', 'water-path-area', 'ruin-valley-area', 'trainer-tower-area', 'canyon-entrance-area', 'tanoby-ruins-area', 'one-island-area', 'four-island-area', 'five-island-area', 'abundant-shrine-area', 'kalos-route-12-area', 'azure-bay-area', 'johto-safari-zone-zone-rocky-beach'];90;65;65
slowbro;['mega-punch', 'pay-day', 'ice-punch', 'stomp', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'disable', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunder-wave', 'earthquake', 'fissure', 'dig', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'withdraw', 'light-screen', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'amnesia', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'trick', 'magic-coat', 'recycle', 'brick-break', 'yawn', 'skill-swap', 'imprison', 'secret-power', 'dive', 'slack-off', 'weather-ball', 'signal-beam', 'muddy-water', 'aerial-ace', 'iron-defense', 'block', 'mud-shot', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'fling', 'aqua-tail', 'drain-punch', 'focus-blast', 'giga-impact', 'nasty-plot', 'avalanche', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'foul-play', 'after-you', 'round', 'echoed-voice', 'stored-power', 'scald', 'heal-pulse', 'incinerate', 'bulldoze', 'razor-shell', 'confide', 'psychic-terrain', 'liquidation', 'body-press', 'expanding-force'];['water', 'psychic'];['slowpoke-well-b1f', 'seafoam-islands-1f', 'seafoam-islands-b1f', 'seafoam-islands-b2f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'kanto-route-12-area', 'cinnabar-island-area', 'kanto-route-13-area', 'cerulean-cave-1f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'berry-forest-area', 'cape-brink-area', 'abundant-shrine-area', 'johto-safari-zone-zone-rocky-beach'];95;75;110
magnemite;['headbutt', 'tackle', 'take-down', 'double-edge', 'supersonic', 'sonic-boom', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'swift', 'flash', 'explosion', 'rest', 'substitute', 'snore', 'curse', 'protect', 'zap-cannon', 'lock-on', 'endure', 'rollout', 'swagger', 'spark', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'facade', 'magic-coat', 'recycle', 'secret-power', 'metal-sound', 'signal-beam', 'iron-defense', 'shock-wave', 'gravity', 'gyro-ball', 'natural-gift', 'magnet-rise', 'mirror-shot', 'flash-cannon', 'discharge', 'magnet-bomb', 'charge-beam', 'electro-ball', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'confide', 'steel-beam', 'rising-voltage'];['electric', 'steel'];['fuego-ironworks-area', 'sinnoh-route-222-area', 'johto-route-38-area', 'johto-route-39-area', 'kanto-route-6-area', 'kanto-route-10-area', 'kanto-route-11-area', 'power-plant-area', 'new-mauville-entrance', 'new-mauville-area', 'virbank-complex-outer', 'virbank-complex-inner', 'johto-safari-zone-zone-peak', 'johto-safari-zone-zone-wasteland'];25;35;70
magneton;['headbutt', 'tackle', 'take-down', 'double-edge', 'supersonic', 'sonic-boom', 'hyper-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'swift', 'flash', 'explosion', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'zap-cannon', 'lock-on', 'endure', 'rollout', 'swagger', 'spark', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'facade', 'magic-coat', 'recycle', 'secret-power', 'metal-sound', 'signal-beam', 'iron-defense', 'shock-wave', 'gravity', 'gyro-ball', 'natural-gift', 'magnet-rise', 'giga-impact', 'mirror-shot', 'flash-cannon', 'discharge', 'magnet-bomb', 'charge-beam', 'electro-ball', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'confide', 'electric-terrain', 'steel-beam', 'rising-voltage'];['electric', 'steel'];['sinnoh-victory-road-2f', 'sinnoh-route-222-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'power-plant-area', 'new-mauville-area', 'p2-laboratory-area', 'lost-hotel-area', 'johto-safari-zone-zone-peak', 'johto-safari-zone-zone-mountain'];50;60;95
farfetchd;['razor-wind', 'swords-dance', 'cut', 'gust', 'whirlwind', 'fly', 'sand-attack', 'headbutt', 'fury-attack', 'body-slam', 'take-down', 'double-edge', 'leer', 'peck', 'razor-leaf', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'focus-energy', 'bide', 'mirror-move', 'swift', 'skull-bash', 'sky-attack', 'rest', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'foresight', 'detect', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'iron-tail', 'hidden-power', 'twister', 'sunny-day', 'psych-up', 'uproar', 'heat-wave', 'facade', 'helping-hand', 'revenge', 'knock-off', 'secret-power', 'feather-dance', 'air-cutter', 'aerial-ace', 'covet', 'leaf-blade', 'roost', 'natural-gift', 'feint', 'pluck', 'tailwind', 'u-turn', 'close-combat', 'trump-card', 'last-resort', 'poison-jab', 'night-slash', 'air-slash', 'brave-bird', 'defog', 'captivate', 'ominous-wind', 'simple-beam', 'round', 'acrobatics', 'retaliate', 'final-gambit', 'work-up', 'confide', 'first-impression', 'solar-blade', 'laser-focus', 'throat-chop', 'brutal-swing', 'dual-wingbeat'];['normal', 'flying'];['sinnoh-route-221-area', 'johto-route-38-area', 'johto-route-39-area', 'johto-route-43-area', 'johto-route-47-area', 'kanto-route-12-area', 'johto-route-48-area', 'kanto-route-13-area', 'kalos-route-22-area', 'johto-safari-zone-zone-wetland'];52;90;55
doduo;['swords-dance', 'whirlwind', 'fly', 'jump-kick', 'headbutt', 'fury-attack', 'body-slam', 'take-down', 'thrash', 'double-edge', 'growl', 'supersonic', 'peck', 'drill-peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'haze', 'reflect', 'bide', 'mirror-move', 'swift', 'skull-bash', 'sky-attack', 'rest', 'tri-attack', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'feint-attack', 'mud-slap', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'sunny-day', 'uproar', 'facade', 'knock-off', 'endeavor', 'secret-power', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'acupressure', 'assurance', 'brave-bird', 'captivate', 'double-hit', 'round', 'echoed-voice', 'work-up', 'confide'];['normal', 'flying'];['sinnoh-route-201-area', 'mt-silver-outside', 'kanto-route-26-area', 'kanto-route-27-area', 'kanto-route-28-area', 'kanto-route-16-area', 'kanto-route-17-area', 'kanto-route-18-area', 'kanto-route-22-area', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-3-west', 'hoenn-safari-zone-nwmach-bike-area', 'hoenn-safari-zone-sw', 'hoenn-safari-zone-se', 'kalos-route-5-area', 'johto-safari-zone-zone-rocky-beach'];35;85;45
dodrio;['swords-dance', 'whirlwind', 'fly', 'jump-kick', 'headbutt', 'fury-attack', 'body-slam', 'take-down', 'thrash', 'double-edge', 'growl', 'supersonic', 'hyper-beam', 'peck', 'drill-peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'mirror-move', 'swift', 'skull-bash', 'sky-attack', 'rest', 'tri-attack', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'sunny-day', 'uproar', 'torment', 'facade', 'taunt', 'knock-off', 'endeavor', 'secret-power', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'acupressure', 'payback', 'giga-impact', 'captivate', 'double-hit', 'round', 'echoed-voice', 'work-up', 'confide', 'stomping-tantrum'];['normal', 'flying'];['mt-silver-outside', 'kanto-route-26-area', 'kanto-route-27-area', 'kanto-route-28-area', 'kanto-route-17-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'hoenn-safari-zone-nwmach-bike-area'];60;110;70
seel;['pay-day', 'slam', 'headbutt', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'growl', 'disable', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'peck', 'strength', 'toxic', 'rage', 'mimic', 'double-team', 'bide', 'lick', 'waterfall', 'skull-bash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'perish-song', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'megahorn', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'whirlpool', 'fake-out', 'stockpile', 'spit-up', 'swallow', 'hail', 'facade', 'helping-hand', 'secret-power', 'dive', 'signal-beam', 'icicle-spear', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'fling', 'aqua-ring', 'aqua-tail', 'ice-shard', 'captivate', 'aqua-jet', 'entrainment', 'round', 'echoed-voice', 'drill-run', 'belch', 'confide', 'smart-strike'];['water'];['sinnoh-sea-route-226-area', 'sinnoh-sea-route-230-area', 'whirl-islands-1f', 'whirl-islands-b1f', 'whirl-islands-b2f', 'whirl-islands-b3f', 'johto-route-47-area', 'seafoam-islands-1f', 'seafoam-islands-b1f', 'seafoam-islands-b2f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'icefall-cave-entrance', 'icefall-cave-1f', 'icefall-cave-b1f', 'icefall-cave-waterfall', 'giant-chasm-area', 'giant-chasm-forest-cave', 'seaside-cave-1f'];65;45;55
dewgong;['pay-day', 'headbutt', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'growl', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'hyper-beam', 'strength', 'toxic', 'rage', 'mimic', 'double-team', 'bide', 'waterfall', 'skull-bash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'megahorn', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'whirlpool', 'fake-out', 'hail', 'facade', 'helping-hand', 'secret-power', 'dive', 'signal-beam', 'sheer-cold', 'water-pulse', 'brine', 'natural-gift', 'fling', 'aqua-ring', 'aqua-tail', 'giga-impact', 'avalanche', 'ice-shard', 'captivate', 'aqua-jet', 'round', 'echoed-voice', 'frost-breath', 'drill-run', 'confide', 'smart-strike', 'liquidation'];['water', 'ice'];['sinnoh-victory-road-inside-b1f', 'sinnoh-sea-route-226-area', 'sinnoh-sea-route-230-area', 'seafoam-islands-b1f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'icefall-cave-entrance', 'icefall-cave-waterfall', 'giant-chasm-area', 'giant-chasm-forest-cave', 'seaside-cave-1f'];90;70;80
grimer;['pound', 'fire-punch', 'ice-punch', 'thunder-punch', 'headbutt', 'body-slam', 'disable', 'flamethrower', 'strength', 'mega-drain', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'minimize', 'haze', 'bide', 'self-destruct', 'lick', 'sludge', 'fire-blast', 'poison-gas', 'acid-armor', 'explosion', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'zap-cannon', 'giga-drain', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'stockpile', 'spit-up', 'swallow', 'torment', 'memento', 'facade', 'taunt', 'helping-hand', 'imprison', 'secret-power', 'rock-tomb', 'shadow-punch', 'shock-wave', 'natural-gift', 'payback', 'fling', 'poison-jab', 'shadow-sneak', 'mud-bomb', 'gunk-shot', 'captivate', 'venoshock', 'sludge-wave', 'acid-spray', 'round', 'incinerate', 'belch', 'confide', 'infestation', 'power-up-punch'];['poison'];['sinnoh-route-212-east-towards-pastoria-city', 'celadon-city-area', 'kanto-route-16-area', 'kanto-route-17-area', 'kanto-route-18-area', 'power-plant-area', 'pokemon-mansion-1f', 'pokemon-mansion-2f', 'pokemon-mansion-3f', 'pokemon-mansion-b1f', 'fiery-path-area', 'castelia-sewers-area', 'castelia-sewers-unknown-area-38', 'johto-safari-zone-zone-marshland'];80;80;50
muk;['pound', 'fire-punch', 'ice-punch', 'thunder-punch', 'headbutt', 'body-slam', 'disable', 'flamethrower', 'hyper-beam', 'strength', 'mega-drain', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'minimize', 'haze', 'bide', 'self-destruct', 'sludge', 'fire-blast', 'poison-gas', 'acid-armor', 'explosion', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'zap-cannon', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'torment', 'memento', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'brick-break', 'secret-power', 'rock-tomb', 'block', 'shock-wave', 'natural-gift', 'payback', 'fling', 'poison-jab', 'dark-pulse', 'focus-blast', 'giga-impact', 'mud-bomb', 'gunk-shot', 'captivate', 'venoshock', 'sludge-wave', 'round', 'incinerate', 'belch', 'moonblast', 'confide', 'venom-drench', 'infestation', 'power-up-punch'];['poison'];['celadon-city-area', 'kanto-route-16-area', 'kanto-route-17-area', 'kanto-route-18-area', 'power-plant-area', 'pokemon-mansion-1f', 'pokemon-mansion-2f', 'pokemon-mansion-3f', 'pokemon-mansion-b1f', 'unova-route-9-area', 'castelia-sewers-area', 'castelia-sewers-unknown-area-38'];105;105;75
shellder;['headbutt', 'tackle', 'take-down', 'double-edge', 'twineedle', 'leer', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'toxic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'withdraw', 'barrier', 'reflect', 'bide', 'self-destruct', 'clamp', 'swift', 'explosion', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'rapid-spin', 'hidden-power', 'rain-dance', 'whirlpool', 'hail', 'facade', 'secret-power', 'dive', 'icicle-spear', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'payback', 'aqua-ring', 'avalanche', 'ice-shard', 'captivate', 'round', 'shell-smash', 'razor-shell', 'confide', 'liquidation', 'life-dew'];['water'];['valley-windworks-area', 'fuego-ironworks-area', 'sinnoh-route-205-south-towards-floaroma-town', 'new-bark-town-area', 'johto-sea-route-41-area', 'johto-route-47-area', 'seafoam-islands-1f', 'seafoam-islands-b1f', 'seafoam-islands-b2f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'kanto-sea-route-19-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'vermilion-city-area', 'pallet-town-area', 'kanto-route-26-area', 'kanto-route-27-area', 'kanto-route-6-area', 'kanto-route-11-area', 'kanto-route-17-area', 'kanto-route-18-area', 'kanto-sea-route-21-area', 'vermilion-city-ss-anne-dock', 'ss-anne-area', 'icefall-cave-waterfall', 'one-island-area', 'five-island-area', 'undella-bay-area', 'unova-route-13-area', 'undella-town-area', 'humilau-city-area', 'seaside-cave-1f', 'kalos-route-8-area'];30;65;100
